БЕЛГОРОДСКАЯ ЗЕРНОВАЯ КОМПАНИЯ (ЗАО);(47242) 4-95-25, 4-95-40
«НОВЬ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83157) 2-71-16, 2-71-42
«НПК» ООО;(83155) 2-18-60
«ОБОРОНА СТРАНЫ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83192) 5-58-16
«ОВЕЧИЙ» ООО;(83194) 2-14-42, 2-12-67
«ОВОЩЕВОД» ЗАО;(83161) 4-12-56
«ОГИБНОВСКИЙ» КОЛХОЗ;(83162) 3-36-36, 3-36-48
«ОКТЯБРЬ» ООО;(83155) 3-21-49
«ОНУЧИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83134) 3-37-41, 3-37-44
«ОСТАНКИНО-С» СЕЛЬСКОХОЗЯЙСТВЕННОЕ ОАО;(83159) 3-32-60, 3-31-36
«ПАВЛОВСКАЯ» АГРОФИРМА (ООО);(83171) 3-79-23, 3-78-16
«ПАВЛОВСКАЯ» ПТИЦЕВОДЧЕСКАЯ ФАБРИКА (ООО);(83171) 7-73-23
«ПАВЛОВСКАЯ» ПТИЦЕФАБРИКА (ООО);"(831) 275-94-64; (83171) 7-06-18, 7-06-67"
«ПАЛЕЦКОЕ» ОАО;(83148) 4-61-46
«ПАНИНСКОЕ» ООО;(83174) 2-14-75, 3-31-46
«ПАНКРАТОВСКОЕ» СЕЛЬСКОХОЗЯЙСТВЕННОЕ ТОО;(83197) 3-26-22
«ПЕРГАЛЕЙСКОЕ» ОАО;(83172) 5-55-10, 5-55-33
«ПЕРЕМЧАЛКОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;3-26
«ПЕРМЕЕВО» АГРОФИРМА (ООО);(83138) 3-91-10
«ПЕРСПЕКТИВА» ООО;(83173) 7-31-17, 7-31-71
«ПЕСОЧНОЕ» ООО;(83154) 2-47-22, 2-47-47
«ПЕТРИНО» ОТДЕЛЕНИЕ. СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ «ДУБЕНСКИЙ»;(83140) 4-13-45
«ПЕТРОВО» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83152) 5-61-32
«ПЕТРЯКСИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83192) 5-52-36
«ПЕЧЕРСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83142) 2-76-30, 2-76-37
«ПИСАНОВ и КОМПАНИЯ» ТОВАРИЩЕСТВО на ВЕРЕ;(83196) 5-72-33
«ПЛОТИНКА» ЗАО;(831) 430-14-01
«ПОБЕДА» ООО;(83196) 2-91-16, 5-91-23
«ПОБЕДА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83191) 4-62-95
«ПОБЕДА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83168) 2-12-47, 3-86-21
«ПОБЕДА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83142) 2-74-15
«ПОБЕДА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83153) 4-54-25, 4-53-08
«ПОБЕДА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ. ООО «АГРАРИЯ»;(83196) 5-84-43
«ПОБЕДИТЕЛЬ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83168) 3-55-24
«ПОДЛЕСОВСКАЯ» ООО;(83145) 5-66-98, 5-66-32
«ПОЗДНЯКОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83175) 3-23-46
«ПОИСК и КОМПАНИЯ» ПОЛНОЕ ТОВАРИЩЕСТВО;(83162) 5-22-55, 5-38-56
«ПОИСК» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83162) 3-26-26
«ПОКРОВ-МАЙДАНСКИЙ» КОЛХОЗ (ОАО);(83164) 3-61-42
«ПОЛЯНСКАЯ» АГРОФИРМА (ОАО);(83138) 3-41-43
«ПОЛЯНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83196) 5-72-30, 5-72-43
«ПОЧИНКОВСКИЙ» ПЛЕМЕННОЙ КОНЕЗАВОД (ОАО);(83197) 2-12-51, 2-29-67
«ПОШАТОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83194) 3-24-87
«ПОЯ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83196) 5-66-30
«ПРАВДА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83148) 3-41-41
«ПРАВДИНСКОЕ» ООО;(83144) 5-10-93
«ПРЕОБРАЖЕНИЕ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83155) 3-21-49, 2-10-69
«ПРИУЗОЛЬЕ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83161) 2-37-17, 4-47-17
«ПРОГРЕСС» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83160) 3-46-34
«ПРОГРЕСС» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83151) 5-77-36
«ПРОГРЕСС» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83140) 4-55-16, 4-55-19
«ПРОГРЕСС» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83150) 3-31-35
«ПРОЖЕКТОР» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83154) 2-71-44
«ПУТЬ к НОВОЙ ЖИЗНИ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83163) 3-47-46, 3-47-77
«ПУТЬ ЛЕНИНА» КОЛХОЗ;(83154) 2-74-15
«ПУШКИНСКОЕ» ПОДСОБНОЕ ХОЗЯЙСТВО. ООО «ГАЗПРОМТРАНСГАЗ НИЖНИЙ НОВГОРОД»;(83138) 2-37-75, 2-22-30
«РАЗНЕЖСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83164) 5-73-44
«РАМЕНСКОЕ» ООО;(83159) 9-33-14
«РАМЕНЬ» ЗАО;(83157) 2-67-15
«РАСКАТЫ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;"(83163) 3-67-11; (903) 058-44-46"
«РАССВЕТ» ООО;"(83163) 3-53-03; (920) 041-86-32"
«РАССВЕТ» ООО;(83155) 3-15-87
«РАССВЕТ» ООО;(83191) 4-41-80
«РАССВЕТ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83153) 4-21-45
«РАССВЕТ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83174) 3-71-24, 3-71-08
«РАССВЕТ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83154) 2-51-52, 2-51-12
«РАССВЕТ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83142) 2-47-25, 2-47-30
«РАССВЕТ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83156) 2-81-75
«РАТОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83193) 3-54-33
«РЕВИЗИНЬ» ООО;(83148) 5-26-78
«РЕВИЗИНЬ» ООО;(83148) 4-31-23, 5-37-35
«РЕДЬКИНО» ОАО. АГРОФИРМА «БОРСКАЯ» (ОАО);(83159) 4-31-81
«РОДИНА» ОАО;(83140) 4-16-24, 4-19-95
«РОДИНА» ООО;(83191) 4-47-16, 4-47-25
«РОДИНА» ООО;(83160) 3-12-43
«РОДИНА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83192) 5-60-83
«РОДИНА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83153) 4-16-33
«РОДИНА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83151) 9-15-72
«РОДИНА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83152) 3-31-18
«РОДИНА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83167) 3-62-18
«РОДИНА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83196) 5-71-95
«РОДНИК» ООО;(83172) 5-62-28, 5-62-26
«РОЖЕНЦОВО» ООО;(83155) 3-41-16
«РОССИЯ» ОПХ. НИЖЕГОРОДСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ и ПРОЕКТНО-ТЕХНОЛОГИЧЕСКИЙ ИНСТИТУТ АПК;(83168) 3-31-37
«РОССИЯ» СЕЛЬХОЗПРЕДПРИЯТИЕ (ООО);(83160) 4-24-85
«РОСТОК» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83161) 4-12-54, 4-17-16
«РУДКА» ООО;(83155) 3-25-11
«РУМСТИХА» ФЕРМА (ООО);(83168) 3-84-19
«РУМЯНЦЕВСКОЕ» ОАО;(83168) 3-82-34
«РУССКОЕ ПОЛЕ» АГРОФИРМА (ОАО);(83138) 3-11-14
«РУССКОМАКЛАКОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83165) 3-71-21
«РУСЬ» ООО;(83137) 2-81-25, 2-81-24
«РУСЬ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83152) 5-01-48
«САВЕЛЬЕВ и К» ТОВАРИЩЕСТВО на ВЕРЕ;(83172) 5-71-87
«САИТОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83197) 3-25-43, 3-25-30
«САЛГАНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83194) 3-63-50
«САЛДОМАНОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83196) 2-51-38
«САМОРОДОК» ОАО;(83148) 3-01-25
«САНДА» ООО;(83161) 4-71-94
«САТИС» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83134) 4-16-10
«СБ-АГРО» ООО;(83158) 2-11-75
«СВЕТЛОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83162) 3-11-21
«СВЕТЛОГОРСК-БИО» ООО;(83142) 4-22-27
«СВЕТЛОГОРСК» ОАО;(83142) 4-22-27
«СВЕТЛЫЙ ПУТЬ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83153) 3-11-33
«СВОБОДИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83140)4-71-10
«СВОБОДНЫЙ ТРУД» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83153) 4-12-33
«СЕВЕР» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83152) 4-01-22
«СЕЙМА МОРФ» СЕЛЬХОЗПРЕДПРИЯТИЕ;(83136) 4-16-82
«СЕЙМОВСКАЯ» ПТИЦЕВОДЧЕСКАЯ АГРОФИРМА (ОАО);(83136) 4-12-38, 4-01-64
«СЕМЕНОВСКИЙ» ООО;(83154) 2-31-33
«СЕМИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ (ООО);(83157) 2-47-87
«СЕМЬЯНСКОЕ» ОАО;(83164) 4-51-41
«СЕРГАЧСКАЯ» ПТИЦЕВОДЧЕСКАЯ ФАБРИКА (ОАО);(83191) 5-76-75
«СЕРГЕЕВСКОЕ» АГРОФИРМА (ОАО);(83138) 4-01-17
«СЕРП и МОЛОТ» КОЛХОЗ;(83194) 3-14-22, 2-12-67
«СЕРП и МОЛОТ» ООО;(83191) 2-13-81
«СЕЧЕНОВСКАЯ» АГРОФИРМА (ООО);(83193) 5-15-80, 5-16-72
«СКРИПИНСКОЕ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83193) 3-45-60, 3-45-70
«СЛОБОДСКОЕ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83197) 3-22-18
«СМИРНОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83142) 2-31-75
«СМИРНОВСКОЕ» ООО;(83134) 3-36-29
«СНОВИЦКОЕ» ООО;(83177) 7-55-33
«СОКОЛОВО» ООО;(83137) 2-15-33
«СОЮЗ» ООО;(83174) 3-21-32
«СТАРОИВАНЦЕВСКИЙ» СЕЛЬХОЗПРЕДПРИЯТИЕ (ООО);(910) 146-98-42
«СТЕКСОВСКОЕ» ЗАО;(83179) 7-04-92, 5-92-41
«СТРЕЛЬСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83140) 4-33-13, 4-32-98
«СТУКЛОВСКИЙ» КОЛХОЗ;(83134) 3-25-81, 3-25-45
«СУВОРОВСКОЕ» ОАО;(83134) 3-32-69, 3-32-92
«СУВОРОВСКОЕ» ОАО;(83167) 5-68-23, 5-68-22
«СУРА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83192) 3-75-34
«СУХОБЕЗВОДНЕНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83162) 3-41-52, 3-47-22
«СУХООВРАЖНЫЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83151) 2-13-16
«СЫРЯТИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83197) 4-24-18
«ТАРЕМСКОЕ» АГРОПРОМЫШЛЕННАЯ КОММЕРЧЕСКАЯ ФИРМА (ЗАО);(83171) 7-02-31
«ТЕПЕЛЕВО» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83168) 3-65-22
«ТЕПЛИЧНОЕ» ЗАО;(83145) 5-31-04, 5-60-99
«ТОЛМАЧЕВО» ЭЛИТНО-СЕМЕНОВОДЧЕСКОЕ ПРЕДПРИЯТИЕ (ОАО);(83145) 5-84-38, 5-86-62
«ТОЛЬСКИЙ МАЙДАН» ОАО;(83196) 5-51-15
«ТРАНС ПНЕВМАТИКА СЕЛЬХОЗ» ОАО;(83139) 3-13-13, 3-13-11
«ТРЕХОЗЕРСКИЙ» ООО;(83194) 3-52-33, 3-52-31
«ТРОИЦКОЕ» ООО;(83166) 3-68-65
«ТРУД» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83162) 3-77-18, 3-77-86
«ТУБАНАЕВСКОЕ» ООО;(83165) 3-31-31
«ТУМАНИНО» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83152) 4-21-13
«ТУРТАПСКОЕ» ООО;(83177) 7-29-21
«УЗОЛЬСКИЕ КЛЮЧИ» ООО;(83161) 4-57-11, 4-57-89
«УРАЗОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83194) 2-14-11, 2-15-60
«УСАДЬБА НИКОЛЬСКОЕ» ООО;(83149) 4-61-41, 4-61-57
«УСПЕНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83162) 3-35-41, 5-24-74
«УСТИНСКОЕ» ООО;(83155) 3-15-23
«УТРУС» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83157) 2-68-00, 2-68-02
«УЧУЕВО-МАЙДАНСКОЕ» ООО;(83197) 3-16-22, 3-16-12
«УШАКОВО» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83195) 3-91-30
«ФЕНИКС» ООО;(831) 251-52-45
«ФОКИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83164) 4-92-93
«ХВОЩЕВСКИЕ ЗОРИ» ОАО;(83170) 4-60-80, 4-61-25
«ХМЕЛЕВИЦЫ» ОАО;(83152) 6-41-90, 6-41-94
«ХОХЛОМА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ (ООО);(83157) 2-42-16
«ЦЕНТРАЛЬНОЕ» ОПХ. НИЖЕГОРОДСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ и ПРО-ЕКТНО-ТЕХНОЛОГИЧЕСКИЙ ИНСТИТУТ АПК;(83145) 6-53-69
«ЦИРКОВ» КРЕСТЬЯНСКО-ФЕРМЕРСКОЕ ХОЗЯЙСТВО;(83168) 3-24-48
«ЧАПАРСКИЙ» КОЛХОЗ;(83142) 2-78-23, 2-78-24
«ЧЕМБИЛЕЙ» ООО;(83194) 3-22-48
«ЧЕРНОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83152) 3-51-16
«ЧЕРНОВСКОЕ» АГРОФИРМА (ООО);(83138) 3-71-43
«ЧЕРНОМАЗСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83149) 3-13-14
«ЧЕРНУХИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83194) 3-46-16
«ЧЕРТАС» АГРОФИРМА (ООО);(83138) 3-01-34, 3-01-27
«ЧИСТОПОЛЬСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83159) 4-61-17, 4-61-19
«ЧУВ-МАЙДАН» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83179) 5-51-30
«ЧУРЕКОВ и АНДРЮШИН» ТОВАРИЩЕСТВО на ВЕРЕ;(83197) 3-27-31 Факс: (83197) 3-27-31
«ШАГАЕВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83197) 4-16-34
«ШАДРИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83163) 9-11-98
«ШАМОВ и КОМПАНИЯ» ТОВАРИЩЕСТВО на ВЕРЕ;(83197) 4-15-34
«ШАТКИ» СЕЛЬХОЗПРЕДПРИЯТИЕ (ООО);(83142) 2-13-65, 4-21-31
«ШАТОВКА» ООО;(83147) 5-48-90, 5-48-91
«ШИМОРСКОЕ» ООО;(83177) 7-91-77
«ШИХОВО» ООО;(83161) 4-85-21
«ШУБИНСКОЕ» ООО;(83191) 4-41-23, 4-41-39
«ЩЕННИКОВСКОЕ» ООО;(83155) 3-13-23, 3-13-48
«ЭКСЛЕС-НН» ООО;(83160) 4-51-81, 4-52-15
«ЭНЕРГИЯ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83142) 2-51-18
«ЯГОДНОЕ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83148) 3-31-46
«ЯКШЕНСКОЕ» ОАО;(83172) 5-86-44
«ЯСНАЯ ПОЛЯНА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(83197) 4-22-31
6947. «ПУТЬ ЛЕНИНА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(35346) 4-58-36
АГРОФИРМА (ООО);(3532) 74-35-75, 56-85-05
АГРОФИРМА ИМЕНИ ЭЛЕКТРОЗАВОДА (ООО). ООО «ИВОЛГА-ХОЛДИНГ»;(35339) 9-81-31
АКБУЛАКСКАЯ ИНКУБАТОРНО-ПТИЦЕВОДЧЕСКАЯ СТАНЦИЯ;(35335) 2-14-36
БУГУРУСЛАНСКАЯ ИНКУБАТОРНО-ПТИЦЕВОДЧЕСКАЯ СТАНЦИЯ;(35352) 3-71-76
БУРУКТАЛЬСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(35366) 2-55-25, 2-55-22
ег.номер 0082506;(35339) 9-16-55, 9-62-10
ЗАО ИМЕНИ БОКОВА;(35337) 2-65-22
ЗАО ИМЕНИ ДЗЕРЖИНСКОГО;(35338) 2-35-22, 2-12-19, 2-12-09
ЗАО ИМЕНИ КАЛИНИНА;(35347) 2-43-17, 2-43-19
ЗАО ИМЕНИ КРУПСКОЙ;(35358) 2-39-24, 2-39-10
ЗАО ИМЕНИ КУЙБЫШЕВА;(35341) 3-70-77, 3-71-10
ЗАО ИМЕНИ ЛЕНИНА;(35341) 3-31-47
ЗАО ИМЕНИ М.ГОРЬКОГО;(35347) 2-95-35, 2-95-39, 2-12-36
ЗАО ИМЕНИ ПУГАЧЕВА;(35338) 2-17-51
ЗАО ИМЕНИ ЭЛЕКТРОЗАВОДА;(35339) 9-81-41
ИНКУБАТОРНО-ПТИЦЕВОДЧЕСКАЯ СТАНЦИЯ;(35363) 7-10-67
КОЛЛЕКТИВНОЕ ХОЗЯЙСТВО ИМЕНИ XXII ПАРТСЪЕЗДА;(35355) 3-41-95
КОЛХОЗ ИМЕНИ 1 МАЯ;(35331) 2-17-54, 2-30-78
КОЛХОЗ ИМЕНИ 1 МАЯ;(35346) 2-83-16
КОЛХОЗ ИМЕНИ ВОРОШИЛОВА;(35335) 3-21-30, 2-25-63
КОЛХОЗ ИМЕНИ ГОРЬКОГО;(35341) 3-26-22
КОЛХОЗ ИМЕНИ ДИМИТРОВА;(35335) 3-31-10, 2-24-32
КОЛХОЗ ИМЕНИ ДИМИТРОВА;(35351) 2-72-02, 2-72-00
КОЛХОЗ ИМЕНИ К.МАРКСА;(35338) 2-32-42
КОЛХОЗ ИМЕНИ КАЛИНИНА;(35333) 2-64-30, 2-64-39
КОЛХОЗ ИМЕНИ КИРОВА;(35337) 2-55-37, 2-53-36
КОЛХОЗ ИМЕНИ КИРОВА;(35341) 3-11-40
КОЛХОЗ ИМЕНИ КИРОВА;(35338) 2-53-22, 2-53-22
КОЛХОЗ ИМЕНИ КИРОВА;(35330) 2-12-04, 2-13-05
КОЛХОЗ ИМЕНИ КИРОВА;(35335) 3-42-30, 2-25-32
КОЛХОЗ ИМЕНИ КУЙБЫШЕВА;(35351) 2-46-10
КОЛХОЗ ИМЕНИ КУЙБЫШЕВА;(35333) 2-43-16, 2-43-18, 6-11-69, 6-11-25
КОЛХОЗ ИМЕНИ ЛЕНИНА;(35334) 6-72-88, 6-71-12
КОЛХОЗ ИМЕНИ ЛЕНИНА;(35354) 2-14-33, 2-19-61
КОЛХОЗ ИМЕНИ ЛЕНИНА;(35357) 2-12-09, 2-17-42
КОЛХОЗ ИМЕНИ М.В.ФРУНЗЕ;(35349) 9-18-89
КОЛХОЗ ИМЕНИ ПЕТРОВСКОГО;(35345) 3-33-10
КОЛХОЗ ИМЕНИ РОДИМЦЕВА;(35358) 2-21-30
КОЛХОЗ ИМЕНИ СВЕРДЛОВА;(35335) 4-41-30, 4-41-43, 2-25-63
КОЛХОЗ ИМЕНИ ТЕЛЬМАНА;(35338) 2-48-87, 2-12-58, 2-47-21
КОЛХОЗ ИМЕНИ ТИМИРЯЗЕВА;(35351) 2-12-43, 2-64-22
КОЛХОЗ ИМЕНИ ТУКАЯ;(35354) 2-34-21, 2-34-23
КОЛХОЗ ИМЕНИ ФРУНЗЕ;(35331) 2-63-31, 2-14-77
КОЛХОЗ ИМЕНИ ЧАПАЕВА;(35341) 3-24-06
